"key","name","voters","valid","valid_percentage"
274184,"Vilsbiburg, St",8513,1648,"19,4"
274185,"Vilsheim",2022,455,"22,5"
274187,"Weihmichl",1902,254,"13,4"
274188,"Weng",1109,145,"13,1"
274191,"Wörth a.d.Isar",2111,223,"10,6"
274193,"Wurmsham",1092,113,"10,3"
274194,"Bruckberg",4355,745,"17,1"
275111,"Aicha vorm Wald",1928,284,"14,7"
275112,"Aidenbach, M",2215,295,"13,3"
275114,"Aldersbach",3430,475,"13,8"
275116,"Bad Füssing",5824,846,"14,5"
275117,"Beutelsbach",949,84,"8,9"
275118,"Breitenberg",1639,220,"13,4"
275119,"Büchlberg",3191,378,"11,8"
275120,"Eging a.See, M",3322,466,"14,0"
275121,"Fürstenstein",2740,430,"15,7"
275122,"Fürstenzell, M",6341,886,"14,0"
275124,"Bad Griesbach i.Rottal, St",6729,749,"11,1"
275125,"Haarbach",2118,224,"10,6"
275126,"Hauzenberg, St",9542,1232,"12,9"
275127,"Hofkirchen, M",2926,361,"12,3"
275128,"Hutthurm, M",4832,632,"13,1"
275130,"Kirchham",1856,264,"14,2"
275131,"Kößlarn, M",1568,280,"17,9"
275132,"Malching",1057,139,"13,2"
275133,"Neuburg a.Inn",3386,726,"21,4"
275134,"Neuhaus a.Inn",2491,366,"14,7"
275135,"Neukirchen vorm Wald",2281,310,"13,6"
275137,"Obernzell, M",2828,423,"15,0"
275138,"Ortenburg, M",5738,669,"11,7"
275141,"Pocking, St",11879,1281,"10,8"
275143,"Rotthalmünster, M",3914,532,"13,6"
275144,"Ruderting",2605,440,"16,9"
275145,"Ruhstorf a.d.Rott, M",5561,686,"12,3"
275146,"Salzweg",5487,990,"18,0"
275148,"Sonnen",1183,145,"12,3"
275149,"Tettenweis",1371,185,"13,5"
275150,"Thyrnau",3424,452,"13,2"
275151,"Tiefenbach",5546,844,"15,2"
275152,"Tittling, M",3362,500,"14,9"
275153,"Untergriesbach, M",4841,521,"10,8"
275154,"Vilshofen an der Donau, St",12781,1531,"12,0"
275156,"Wegscheid, M",4240,513,"12,1"
275159,"Windorf, M",3862,452,"11,7"
275160,"Witzmannsberg",1218,187,"15,4"
276111,"Achslach",753,48,"6,4"
276113,"Arnbruck",1600,161,"10,1"
276115,"Bayerisch Eisenstein",736,78,"10,6"
276116,"Bischofsmais",2534,384,"15,2"
276117,"Bodenmais, M",2766,267,"9,7"
276118,"Böbrach",1309,148,"11,3"
276120,"Drachselsried",2034,263,"12,9"
276121,"Frauenau",2243,363,"16,2"
276122,"Geiersthal",1800,209,"11,6"
276123,"Gotteszell",993,104,"10,5"
276126,"Kirchberg i.Wald",3477,397,"11,4"
276127,"Kirchdorf i.Wald",1767,186,"10,5"
276128,"Kollnburg",2240,232,"10,4"
276129,"Langdorf",1535,184,"12,0"
276130,"Lindberg",1886,229,"12,1"
276134,"Patersdorf",1401,190,"13,6"
276135,"Prackenbach",2233,264,"11,8"
276138,"Regen, St",8641,1075,"12,4"
276139,"Rinchnach",2493,247,"9,9"
276142,"Ruhmannsfelden, M",1631,189,"11,6"
276143,"Teisnach, M",2270,307,"13,5"
276144,"Viechtach, St",6585,968,"14,7"
276146,"Zachenberg",1677,192,"11,4"
276148,"Zwiesel, St",7552,718,"9,5"
277111,"Arnstorf, M",5043,577,"11,4"
277112,"Bayerbach",1378,160,"11,6"
277113,"Bad Birnbach, M",4627,614,"13,3"
277114,"Dietersburg",2541,313,"12,3"
277116,"Eggenfelden, St",9807,1432,"14,6"
277117,"Egglham",1927,190,"9,9"
277118,"Ering",1435,205,"14,3"
277119,"Falkenberg",3029,303,"10,0"
277121,"Gangkofen, M",4969,703,"14,1"
277122,"Geratskirchen",665,97,"14,6"
277124,"Hebertsfelden",2864,409,"14,3"
277126,"Johanniskirchen",1965,213,"10,8"
277127,"Julbach",1866,291,"15,6"
277128,"Kirchdorf a.Inn",4136,413,"10,0"
277131,"Malgersdorf",955,101,"10,6"
277133,"Massing, M",3023,424,"14,0"
277134,"Mitterskirchen",1675,198,"11,8"
277138,"Pfarrkirchen, St",9079,1171,"12,9"
277139,"Postmünster",1869,251,"13,4"
277140,"Reut",1372,184,"13,4"
277141,"Rimbach",735,80,"10,9"
277142,"Roßbach",2322,248,"10,7"
277144,"Schönau",1512,235,"15,5"
277145,"Simbach a.Inn, St",6943,894,"12,9"
277147,"Stubenberg",1121,146,"13,0"
277148,"Tann, M",3087,380,"12,3"
277149,"Triftern, M",4133,547,"13,2"
277151,"Unterdietfurt",1693,235,"13,9"
277152,"Wittibreut",1581,177,"11,2"
277153,"Wurmannsquick, M",2893,370,"12,8"
277154,"Zeilarn",1652,265,"16,0"
278112,"Aholfing",1424,92,"6,5"
278113,"Aiterhofen",2606,280,"10,7"
278116,"Ascha",1252,180,"14,4"
278117,"Atting",1344,219,"16,3"
278118,"Bogen, St",7631,905,"11,9"
278120,"Falkenfels",834,138,"16,5"
278121,"Feldkirchen",1343,198,"14,7"
278123,"Geiselhöring, St",4971,565,"11,4"
278129,"Haibach",1698,191,"11,2"
278134,"Haselbach",1482,216,"14,6"
278139,"Hunderdorf",2614,326,"12,5"
278140,"Irlbach",911,94,"10,3"
278141,"Kirchroth",3062,390,"12,7"
278143,"Konzell",1398,251,"18,0"
278144,"Laberweinting",2697,316,"11,7"
278146,"Leiblfing",3289,402,"12,2"
278147,"Loitzendorf",512,75,"14,6"
278148,"Mallersdorf-Pfaffenberg, M",5159,637,"12,3"
278149,"Mariaposching",1125,90,"8,0"
278151,"Mitterfels, M",2094,352,"16,8"
278154,"Neukirchen",1408,191,"13,6"
278159,"Niederwinkling",2127,223,"10,5"
278167,"Oberschneiding",2321,202,"8,7"
278170,"Parkstetten",2529,467,"18,5"
278171,"Perasdorf",428,33,"7,7"
278172,"Perkam",1185,111,"9,4"
278177,"Rain",2266,371,"16,4"
278178,"Rattenberg",1375,170,"12,4"
278179,"Rattiszell",1164,149,"12,8"
278182,"Salching",2064,273,"13,2"
278184,"Sankt Englmar",1282,102,"8,0"
278187,"Schwarzach, M",2188,358,"16,4"
278189,"Stallwang",1120,159,"14,2"
278190,"Steinach",2442,347,"14,2"
278192,"Straßkirchen",2519,252,"10,0"
278197,"Wiesenfelden",2985,404,"13,5"
278198,"Windberg",830,157,"18,9"
279112,"Dingolfing, St",13388,1724,"12,9"
279113,"Eichendorf, M",5283,805,"15,2"
279115,"Frontenhausen, M",3382,460,"13,6"
279116,"Gottfrieding",1671,221,"13,2"
279122,"Landau a.d.Isar, St",9769,1448,"14,8"
279124,"Loiching",2850,476,"16,7"
279125,"Mamming",2317,402,"17,4"
279126,"Marklkofen",2911,476,"16,4"
279127,"Mengkofen",4622,665,"14,4"
279128,"Moosthenning",3846,552,"14,4"
279130,"Niederviehbach",2015,309,"15,3"
279132,"Pilsting, M",5008,645,"12,9"
279134,"Reisbach, M",5860,992,"16,9"
279135,"Simbach, M",2980,492,"16,5"
279137,"Wallersdorf, M",5266,692,"13,1"
361000,"Amberg, Krfr. St",32304,4731,"14,6"
362000,"Regensburg, Krfr. St",105836,19131,"18,1"
363000,"Weiden i.d.OPf., Krfr. St",32554,4667,"14,3"
371111,"Ammerthal",1666,280,"16,8"
371113,"Auerbach i.d.OPf., St",6822,1030,"15,1"
371116,"Birgland",1460,175,"12,0"
371118,"Ebermannsdorf",1924,271,"14,1"
371119,"Edelsfeld",1524,201,"13,2"
371120,"Ensdorf",1756,324,"18,5"
371121,"Freihung, M",1982,316,"15,9"
371122,"Freudenberg",3412,512,"15,0"
371123,"Gebenbach",704,78,"11,1"
371126,"Hahnbach, M",4007,626,"15,6"
371127,"Hirschau, St",4711,902,"19,1"
371128,"Hirschbach",952,143,"15,0"
371129,"Hohenburg, M",1265,210,"16,6"
371131,"Illschwang",1607,210,"13,1"
371132,"Kastl, M",1976,361,"18,3"
371135,"Königstein, M",1403,202,"14,4"
371136,"Kümmersbruck",8002,1302,"16,3"
371140,"Etzelwang",1142,176,"15,4"
371141,"Neukirchen b.Sulzbach-Rosenberg",1984,448,"22,6"
371144,"Poppenricht",2710,586,"21,6"
371146,"Rieden, M",2208,350,"15,9"
371148,"Schmidmühlen, M",1870,290,"15,5"
371150,"Schnaittenbach, St",3421,472,"13,8"
371151,"Sulzbach-Rosenberg, St",15090,2115,"14,0"
371154,"Ursensollen",2986,490,"16,4"
371156,"Vilseck, St",4205,652,"15,5"
371157,"Weigendorf",1008,182,"18,1"
372112,"Arnschwang",1629,246,"15,1"
372113,"Arrach",2044,240,"11,7"
372115,"Blaibach",1576,235,"14,9"
372116,"Cham, St",13135,1884,"14,3"
372117,"Chamerau",2119,339,"16,0"
372124,"Eschlkam, M",2736,309,"11,3"
372125,"Falkenstein, M",2581,489,"18,9"
372126,"Furth im Wald, St",7118,1210,"17,0"
372128,"Gleißenberg",744,145,"19,5"
372130,"Grafenwiesen",1295,247,"19,1"
372135,"Hohenwarth",1605,184,"11,5"
372137,"Bad Kötzting, St",5948,1037,"17,4"
372138,"Lam, M",2177,317,"14,6"
372142,"Michelsneukirchen",1412,180,"12,7"
372143,"Miltach",1823,323,"17,7"
372144,"Neukirchen b.Hl.Blut, M",3060,550,"18,0"
372146,"Pemfling",1836,241,"13,1"
372147,"Pösing",797,167,"21,0"
372149,"Reichenbach",807,116,"14,4"
372150,"Rettenbach",1462,164,"11,2"
372151,"Rimbach",1547,279,"18,0"
372153,"Roding, St",9289,1419,"15,3"
372154,"Rötz, St",2618,342,"13,1"
372155,"Runding",1914,315,"16,5"
372157,"Schönthal",1577,211,"13,4"
372158,"Schorndorf",2239,317,"14,2"
372161,"Stamsried, M",1709,275,"16,1"
372163,"Tiefenbach",1598,253,"15,8"
372164,"Traitsching",3369,397,"11,8"
372165,"Treffelstein",806,101,"12,5"
372167,"Zell",1456,199,"13,7"
372168,"Waffenbrunn",1625,246,"15,1"
372169,"Wald",2321,324,"14,0"
372170,"Walderbach",1732,250,"14,4"
372171,"Waldmünchen, St",5386,960,"17,8"
372174,"Weiding",2070,304,"14,7"
372175,"Willmering",1652,295,"17,9"
372177,"Zandt",1491,195,"13,1"
372178,"Lohberg",1580,155,"9,8"
373112,"Berching, St",6798,1093,"16,1"
373113,"Berg b.Neumarkt i.d.OPf.",6097,1247,"20,5"
373114,"Berngau",2036,266,"13,1"
373115,"Breitenbrunn, M",2713,380,"14,0"
373119,"Deining",3660,630,"17,2"
373121,"Dietfurt a.d.Altmühl, St",4650,732,"15,7"
373126,"Freystadt, St",6863,1473,"21,5"
373134,"Hohenfels, M",1564,206,"13,2"
373140,"Lauterhofen, M",2816,424,"15,1"
373143,"Lupburg, M",1801,305,"16,9"
373146,"Mühlhausen",3763,731,"19,4"
373147,"Neumarkt i.d.OPf., GKSt",30395,5332,"17,5"
373151,"Parsberg, St",4989,945,"18,9"
373153,"Pilsach",2114,322,"15,2"
373155,"Postbauer-Heng, M",6071,1386,"22,8"
373156,"Pyrbaum, M",4640,1043,"22,5"
373159,"Sengenthal",2249,373,"16,6"
373160,"Seubersdorf i.d.OPf.",3986,606,"15,2"
373167,"Velburg, St",4046,670,"16,6"
374111,"Altenstadt a.d.Waldnaab",3770,474,"12,6"
374117,"Eschenbach i.d.OPf., St",2907,412,"14,2"
374118,"Eslarn, M",2205,332,"15,1"
374119,"Etzenricht",1266,194,"15,3"
374121,"Floß, M",2834,419,"14,8"
374122,"Flossenbürg",1278,224,"17,5"
374123,"Georgenberg",1090,131,"12,0"
374124,"Grafenwöhr, St",4677,427,"9,1"
374127,"Irchenrieth",1073,79,"7,4"
374128,"Kirchendemenreuth",668,61,"9,1"
374129,"Kirchenthumbach, M",2615,443,"16,9"
374131,"Kohlberg, M",962,222,"23,1"
374132,"Leuchtenberg, M",999,72,"7,2"
374133,"Luhe-Wildenau, M",2756,384,"13,9"
374134,"Mantel, M",2253,342,"15,2"
374137,"Moosbach, M",1957,296,"15,1"
374139,"Neustadt a.d.Waldnaab, St",4543,662,"14,6"
374140,"Neustadt am Kulm, St",934,102,"10,9"
374144,"Parkstein, M",1872,272,"14,5"
374146,"Pirk",1498,211,"14,1"
374147,"Pleystein, St",2006,267,"13,3"
374148,"Trabitz",1034,121,"11,7"
374149,"Pressath, St",3450,525,"15,2"
374150,"Püchersreuth",1308,174,"13,3"
374154,"Schirmitz",1646,232,"14,1"
374155,"Schlammersdorf",703,74,"10,5"
374156,"Schwarzenbach",914,185,"20,2"
374157,"Speinshart",905,120,"13,3"
374158,"Störnstein",1236,165,"13,3"
374159,"Tännesberg, M",1251,256,"20,5"
374160,"Theisseil",944,120,"12,7"
374162,"Vohenstrauß, St",5998,815,"13,6"
374163,"Vorbach",703,134,"19,1"
374164,"Waidhaus, M",1782,357,"20,0"
374165,"Waldthurn, M",1597,237,"14,8"
374166,"Weiherhammer",3103,440,"14,2"
374168,"Windischeschenbach, St",3975,601,"15,1"
374170,"Bechtsrieth",843,135,"16,0"
375113,"Alteglofsheim",2643,379,"14,3"
375114,"Altenthann",1217,123,"10,1"
375115,"Aufhausen",1441,105,"7,3"
375116,"Bach a.d.Donau",1476,201,"13,6"
375117,"Barbing",4002,448,"11,2"
375118,"Beratzhausen, M",4262,682,"16,0"
375119,"Bernhardswald",4431,683,"15,4"
375120,"Brennberg",1579,232,"14,7"
375122,"Brunn",1095,175,"16,0"
375127,"Deuerling",1622,258,"15,9"
375130,"Donaustauf, M",3163,673,"21,3"
375131,"Duggendorf",1278,200,"15,6"
375143,"Hagelstadt",1569,205,"13,1"
375148,"Hemau, St",6755,738,"10,9"
375153,"Holzheim a.Forst",798,109,"13,7"
375156,"Kallmünz, M",2282,450,"19,7"
375161,"Köfering",1906,231,"12,1"
375162,"Laaber, M",4155,691,"16,6"
375165,"Lappersdorf, M",10484,1817,"17,3"
375170,"Mintraching",3725,390,"10,5"
375171,"Mötzing",1152,108,"9,4"
375174,"Neutraubling, St",8901,910,"10,2"
375175,"Nittendorf, M",6928,1360,"19,6"
375179,"Obertraubling",6305,885,"14,0"
375180,"Pentling",4778,862,"18,0"
375181,"Pettendorf",2655,673,"25,3"
375182,"Pfakofen",1237,100,"8,1"
375183,"Pfatter",2419,277,"11,5"
375184,"Pielenhofen",1128,199,"17,6"
375190,"Regenstauf, M",12553,2052,"16,3"
375191,"Riekofen",638,42,"6,6"
375196,"Schierling, M",6116,933,"15,3"
375199,"Sinzing",5703,1262,"22,1"
375201,"Sünching",1679,246,"14,7"
375204,"Tegernheim",4106,863,"21,0"
375205,"Thalmassing",2729,395,"14,5"
375208,"Wenzenbach",6789,1599,"23,6"
375209,"Wiesent",2085,349,"16,7"
375210,"Wörth a.d.Donau, St",3609,407,"11,3"
375211,"Wolfsegg",1213,215,"17,7"
375213,"Zeitlarn",4679,698,"14,9"
376112,"Altendorf",717,68,"9,5"
376116,"Bodenwöhr",3204,366,"11,4"
376117,"Bruck i.d.OPf., M",3306,571,"17,3"
376119,"Burglengenfeld, St",10225,1415,"13,8"
376122,"Dieterskirchen",799,85,"10,6"
376125,"Fensterbach",1902,209,"11,0"
376131,"Gleiritsch",523,63,"12,0"
376133,"Guteneck",675,72,"10,7"
376141,"Maxhütte-Haidhof, St",9104,1467,"16,1"
376144,"Nabburg, St",4943,827,"16,7"
376146,"Neukirchen-Balbini, M",918,58,"6,3"
376147,"Neunburg vorm Wald, St",6073,679,"11,2"
376148,"Niedermurach",1011,135,"13,4"
376149,"Nittenau, St",6617,878,"13,3"
376150,"Wernberg-Köblitz, M",4584,579,"12,6"
376151,"Oberviechtach, St",3927,485,"12,4"
376153,"Pfreimd, St",4235,639,"15,1"
376159,"Schmidgaden",2427,264,"10,9"
376160,"Schönsee, St",2024,283,"14,0"
376161,"Schwandorf, GKSt",21640,2467,"11,4"
376162,"Schwarzach b.Nabburg",1205,140,"11,6"
376163,"Schwarzenfeld, M",5099,663,"13,0"
376164,"Schwarzhofen, M",1167,122,"10,5"
376167,"Stadlern",441,63,"14,3"
376168,"Steinberg am See",1533,190,"12,4"
376169,"Stulln",1327,148,"11,2"
376170,"Teublitz, St",6054,974,"16,1"
376171,"Teunz",1496,139,"9,3"
376172,"Thanstein",788,101,"12,8"
376173,"Trausnitz",788,69,"8,8"
376175,"Wackersdorf",4129,565,"13,7"
376176,"Weiding",403,49,"12,2"
376178,"Winklarn, M",1128,120,"10,6"
377112,"Bärnau, St",2587,384,"14,8"
377113,"Brand",958,146,"15,2"
377115,"Ebnath",1069,135,"12,6"
377116,"Erbendorf, St",4067,706,"17,4"
377117,"Falkenberg, M",775,91,"11,7"
377118,"Friedenfels",1023,265,"25,9"
377119,"Fuchsmühl, M",1325,271,"20,5"
377127,"Immenreuth",1455,201,"13,8"
377128,"Kastl",1118,170,"15,2"
377129,"Kemnath, St",4272,634,"14,8"
377131,"Konnersreuth, M",1412,204,"14,4"
377132,"Krummennaab",1224,277,"22,6"
377133,"Kulmain",1852,237,"12,8"
377137,"Leonberg",824,98,"11,9"
377139,"Mähring, M",1459,194,"13,3"
377141,"Mitterteich, St",5448,787,"14,4"
377142,"Neualbenreuth, M",1129,209,"18,5"
377143,"Neusorg",1618,312,"19,3"
377145,"Pechbrunn",1098,171,"15,6"
377146,"Plößberg, M",2673,324,"12,1"
377148,"Pullenreuth",1421,190,"13,4"
377149,"Reuth b.Erbendorf",944,175,"18,5"
377154,"Tirschenreuth, St",7089,1241,"17,5"
377157,"Waldershof, St",3569,730,"20,5"
377158,"Waldsassen, St",5183,927,"17,9"
377159,"Wiesau, M",3370,530,"15,7"
461000,"Bamberg, Krfr. St",55644,11735,"21,1"
462000,"Bayreuth, Krfr. St",57200,11086,"19,4"
463000,"Coburg, Krfr. St",31495,5585,"17,7"
464000,"Hof, Krfr. St",33002,3464,"10,5"
471111,"Altendorf",1662,238,"14,3"
471115,"Baunach, St",3208,736,"22,9"
471117,"Bischberg",4762,854,"17,9"
471119,"Breitengüßbach",3647,662,"18,2"
471120,"Burgebrach, M",5366,702,"13,1"
471122,"Burgwindheim, M",1026,123,"12,0"
471123,"Buttenheim, M",2790,513,"18,4"
471128,"Ebrach, M",1336,212,"15,9"
471131,"Frensdorf",4020,803,"20,0"
471133,"Gerach",765,101,"13,2"
471137,"Gundelsheim",2778,678,"24,4"
471140,"Hallstadt, St",6597,1008,"15,3"
471142,"Heiligenstadt i.OFr., M",2835,376,"13,3"
471145,"Hirschaid, M",9825,1717,"17,5"
471150,"Kemmern",2109,416,"19,7"
471151,"Königsfeld",1041,89,"8,5"
471152,"Lauter",932,134,"14,4"
471154,"Lisberg",1422,219,"15,4"
471155,"Litzendorf",4993,1107,"22,2"
471159,"Memmelsdorf",7080,1496,"21,1"
471165,"Oberhaid",3610,589,"16,3"
471169,"Pettstadt",1574,266,"16,9"
471172,"Pommersfelden",2318,439,"18,9"
471173,"Priesendorf",1169,94,"8,0"
471174,"Rattelsdorf, M",3694,696,"18,8"
471175,"Reckendorf",1589,336,"21,1"
471185,"Scheßlitz, St",5725,900,"15,7"
471186,"Schönbrunn i.Steigerwald",1497,210,"14,0"
471189,"Stadelhofen",1020,77,"7,5"
471191,"Stegaurach",5653,1130,"20,0"
471195,"Strullendorf",6277,1018,"16,2"
471207,"Viereth-Trunstadt",2852,316,"11,1"
471208,"Walsdorf",2039,363,"17,8"
471209,"Wattendorf",536,44,"8,2"
471214,"Zapfendorf, M",4016,821,"20,4"
471220,"Schlüsselfeld, St",4389,435,"9,9"
472111,"Ahorntal",1737,205,"11,8"
472115,"Aufseß",1072,165,"15,4"
472116,"Bad Berneck i.Fichtelgebirge, St",3347,447,"13,4"
472118,"Betzenstein, St",2018,385,"19,1"
472119,"Bindlach",5867,860,"14,7"
472121,"Bischofsgrün",1575,316,"20,1"
472127,"Creußen, St",3950,750,"19,0"
472131,"Eckersdorf",4166,892,"21,4"
472133,"Emtmannsberg",850,117,"13,8"
472138,"Fichtelberg",1541,209,"13,6"
472139,"Gefrees, St",3574,586,"16,4"
472140,"Gesees",1006,204,"20,3"
472141,"Glashütten",1170,237,"20,3"
472143,"Goldkronach, St",2890,641,"22,2"
472146,"Haag",752,160,"21,3"
472150,"Heinersreuth",3124,669,"21,4"
472154,"Hollfeld, St",4134,717,"17,3"
472155,"Hummeltal",1964,486,"24,7"
472156,"Kirchenpingarten",1009,106,"10,5"
472164,"Mehlmeisel",1126,184,"16,3"
472166,"Mistelbach",1295,281,"21,7"
472167,"Mistelgau",3096,444,"14,3"
472175,"Pegnitz, St",10696,1814,"17,0"
472176,"Plankenfels",703,146,"20,8"
472177,"Plech, M",1026,150,"14,6"
472179,"Pottenstein, St",4335,570,"13,1"
472180,"Prebitz",828,133,"16,1"
472184,"Schnabelwaid, M",772,141,"18,3"
472188,"Seybothenreuth",1012,145,"14,3"
472190,"Speichersdorf",4525,687,"15,2"
472197,"Waischenfeld, St",2529,334,"13,2"
472198,"Warmensteinach",1783,277,"15,5"
472199,"Weidenberg, M",4722,716,"15,2"
473112,"Ahorn",3435,671,"19,5"
473120,"Dörfles-Esbach",2999,441,"14,7"
473121,"Ebersdorf b.Coburg",4677,751,"16,1"
473132,"Großheirath",2119,389,"18,4"
473134,"Grub a.Forst",2340,432,"18,5"
473138,"Itzgrund",1869,319,"17,1"
473141,"Lautertal",3489,589,"16,9"
473144,"Meeder",3078,530,"17,2"
473151,"Neustadt b.Coburg, GKSt",11832,1460,"12,3"
473153,"Niederfüllbach",1276,215,"16,8"
473158,"Bad Rodach, St",5015,1070,"21,3"
473159,"Rödental, St",10563,1772,"16,8"
473165,"Seßlach, St",3254,472,"14,5"
473166,"Sonnefeld",3888,638,"16,4"
473170,"Untersiemau",3373,805,"23,9"
473174,"Weidhausen b.Coburg",2502,388,"15,5"
473175,"Weitramsdorf",4022,614,"15,3"
474119,"Dormitz",1647,459,"27,9"
474121,"Ebermannstadt, St",5535,1085,"19,6"
474122,"Effeltrich",2079,459,"22,1"
474123,"Eggolsheim, M",5173,1024,"19,8"
474124,"Egloffstein, M",1624,254,"15,6"
474126,"Forchheim, GKSt",23598,4097,"17,4"
474129,"Gößweinstein, M",3245,432,"13,3"
474132,"Gräfenberg, St",3195,534,"16,7"
474133,"Hallerndorf",3368,494,"14,7"
474134,"Hausen",2988,704,"23,6"
474135,"Heroldsbach",4080,802,"19,7"
474137,"Hetzles",1077,222,"20,6"
474138,"Hiltpoltstein, M",1281,169,"13,2"
474140,"Igensdorf, M",3959,905,"22,9"
474143,"Kirchehrenbach",1829,317,"17,3"
474144,"Kleinsendelbach",1160,322,"27,8"
474145,"Kunreuth",1110,148,"13,3"
474146,"Langensendelbach",2433,580,"23,8"
474147,"Leutenbach",1377,172,"12,5"
474154,"Neunkirchen a.Brand, M",6330,1699,"26,8"
474156,"Obertrubach",1758,171,"9,7"
474158,"Pinzberg",1564,202,"12,9"
474160,"Poxdorf",1196,297,"24,8"
474161,"Pretzfeld, M",1905,341,"17,9"
474168,"Unterleinleiter",967,150,"15,5"
474171,"Weilersbach",1690,207,"12,2"
474173,"Weißenohe",868,158,"18,2"
474175,"Wiesenthau",1296,255,"19,7"
474176,"Wiesenttal, M",2013,362,"18,0"
475112,"Bad Steben, M",2829,556,"19,7"
475113,"Berg",1753,179,"10,2"
475120,"Döhlau",3149,461,"14,6"
475123,"Feilitzsch",2325,246,"10,6"
475127,"Gattendorf",861,79,"9,2"
475128,"Geroldsgrün",2360,327,"13,9"
475136,"Helmbrechts, St",6904,831,"12,0"
475137,"Issigau",845,122,"14,4"
475141,"Köditz",2070,270,"13,0"
475142,"Konradsreuth",2569,353,"13,7"
475145,"Leupoldsgrün",1000,172,"17,2"
475146,"Lichtenberg, St",889,158,"17,8"
475154,"Münchberg, St",7942,962,"12,1"
475156,"Naila, St",6115,906,"14,8"
475158,"Oberkotzau, M",4183,602,"14,4"
475161,"Regnitzlosau",1891,260,"13,7"
475162,"Rehau, St",6961,1034,"14,9"
475165,"Schauenstein, St",1586,236,"14,9"
475168,"Schwarzenbach a.d.Saale, St",5503,962,"17,5"
475169,"Schwarzenbach a.Wald, St",3736,396,"10,6"
475171,"Selbitz, St",3423,449,"13,1"
475174,"Sparneck, M",1324,226,"17,1"
475175,"Stammbach, M",1944,270,"13,9"
475181,"Töpen",856,86,"10,0"
475182,"Trogen",1176,128,"10,9"
475184,"Weißdorf",964,137,"14,2"
475189,"Zell im Fichtelgebirge, M",1638,213,"13,0"
476145,"Kronach, St",13633,1712,"12,6"
476146,"Küps, M",6214,898,"14,5"
476152,"Ludwigsstadt, St",2668,327,"12,3"
476154,"Mitwitz, M",2189,503,"23,0"
476159,"Nordhalben, M",1394,219,"15,7"
476164,"Pressig, M",3265,315,"9,6"
476166,"Reichenbach",580,77,"13,3"
476171,"Schneckenlohe",872,119,"13,6"
476175,"Steinbach a.Wald",2497,178,"7,1"
476177,"Steinwiesen, M",2918,329,"11,3"
476178,"Stockheim",4132,656,"15,9"
476179,"Tettau, M",1614,196,"12,1"
476180,"Teuschnitz, St",1706,248,"14,5"
476182,"Tschirn",434,55,"12,7"
476183,"Marktrodach, M",3109,547,"17,6"
476184,"Wallenfels, St",2294,314,"13,7"
476185,"Weißenbrunn",2396,435,"18,2"
476189,"Wilhelmsthal",3060,287,"9,4"
477117,"Grafengehaig, M",757,108,"14,3"
477118,"Guttenberg",431,49,"11,4"
477119,"Harsdorf",817,177,"21,7"
477121,"Himmelkron",2868,354,"12,3"
477124,"Kasendorf, M",1969,316,"16,0"
477127,"Ködnitz",1311,194,"14,8"
477128,"Kulmbach, GKSt",21049,3110,"14,8"
477129,"Kupferberg, St",881,96,"10,9"
477135,"Ludwigschorgast, M",810,116,"14,3"
477136,"Mainleus, M",5176,778,"15,0"
477138,"Marktleugast, M",2656,279,"10,5"
477139,"Marktschorgast, M",1169,237,"20,3"
477142,"Neudrossenfeld",3079,625,"20,3"
477143,"Neuenmarkt",2360,380,"16,1"
477148,"Presseck, M",1514,201,"13,3"
477151,"Rugendorf",813,125,"15,4"
477156,"Stadtsteinach, St",2589,329,"12,7"
477157,"Thurnau, M",3403,667,"19,6"
477158,"Trebgast",1337,261,"19,5"
477159,"Untersteinach",1508,228,"15,1"
477163,"Wirsberg, M",1549,261,"16,8"
477164,"Wonsees, M",925,87,"9,4"
478111,"Altenkunstadt",4360,794,"18,2"
478116,"Burgkunstadt, St",5179,967,"18,7"
478120,"Ebensfeld, M",4565,775,"17,0"
478127,"Hochstadt a.Main",1340,173,"12,9"
478139,"Lichtenfels, St",15830,2738,"17,3"
478143,"Marktgraitz, M",958,185,"19,3"
478144,"Marktzeuln, M",1222,263,"21,5"
478145,"Michelau i.OFr.",5209,751,"14,4"
478155,"Redwitz a.d.Rodach",2661,489,"18,4"
478165,"Bad Staffelstein, St",8619,1484,"17,2"
478176,"Weismain, St",3748,494,"13,2"
479111,"Bad Alexandersbad",761,104,"13,7"
479112,"Arzberg, St",4134,662,"16,0"
479126,"Höchstädt i.Fichtelgebirge",908,100,"11,0"
479127,"Hohenberg a.d.Eger, St",1129,130,"11,5"
479129,"Kirchenlamitz, St",2631,468,"17,8"
479135,"Marktleuthen, St",2542,401,"15,8"
479136,"Marktredwitz, GKSt",13186,1977,"15,0"
479138,"Nagel",1440,264,"18,3"
479145,"Röslau",1636,298,"18,2"
479147,"Schirnding, M",904,135,"14,9"
479150,"Schönwald, St",2557,410,"16,0"
479152,"Selb, GKSt",11986,1869,"15,6"
479158,"Thiersheim, M",1508,242,"16,0"
479159,"Thierstein, M",938,143,"15,2"
479161,"Tröstau",1919,348,"18,1"
479166,"Weißenstadt, St",2635,472,"17,9"
479169,"Wunsiedel, St",7184,1148,"16,0"
561000,"Ansbach, Krfr. St",30631,5945,"19,4"
562000,"Erlangen, Krfr. St",76762,19097,"24,9"
563000,"Fürth, Krfr. St",86770,16830,"19,4"
